month-year,year,advertiser,brand root,category level 2,category level 3,category level 8,channel,placement,publisher,impressions,spend (usd)
Mar 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Desktop Display,Other,YouTube,21301,201.35
Mar 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Feed,Facebook,2657870,18525.57
Mar 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Other,Facebook,3097148,21587.12
Mar 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Reels,Facebook,423929,2954.8399999999997
Mar 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Stories,Facebook,125089,871.89
Mar 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Feed,Instagram,106228,728.73
Mar 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Reels,Instagram,284082,1948.83
Mar 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,TikTok,Feed,TikTok,1497281,14897.93
Mar 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Feed,Facebook,4162725,29014.530000000002
Mar 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Other,Facebook,4058587,28288.350000000002
Mar 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Reels,Facebook,171326,1194.16
Mar 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Stories,Facebook,280377,1954.25
Mar 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Feed,Instagram,232891,1597.6599999999999
