month-year,year,advertiser,brand root,category level 2,category level 3,category level 8,channel,placement,publisher,impressions,spend (usd)
Mar 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Reels,Instagram,47872,328.41
Mar 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Stories,Instagram,52442,359.76
Mar 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,52461131,393870.56
Mar 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Reels,Facebook,277257,2109.88
Mar 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Stories,Facebook,122348,902.04
Mar 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Feed,Instagram,85659,692.03
Mar 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Stories,Instagram,212780,1719.01
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Feed,Facebook,55887471,404522.41
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Marketplace,Facebook,6146763,44447.59
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Other,Facebook,191842,1386.32
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Reels,Facebook,6500270,47038.76
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Stories,Facebook,842131,6111.030000000001
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Feed,Instagram,1246447,10022.31
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Reels,Instagram,115796,965.0200000000001
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Stories,Instagram,2820564,23112.64
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,TikTok,Feed,TikTok,4353765,42181.62
Mar 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,YouTube,In-Stream,YouTube,76393,107.04
Mar 2025,2025,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,OTT,In-Stream,OTT Streaming Services (General),367182,9094.69
Mar 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Feed,Facebook,2110029,15657.29
Mar 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Marketplace,Facebook,37940,274.17
Mar 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Other,Facebook,655147,4566.37
Mar 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Stories,Facebook,153490,1109.65
Mar 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Feed,Instagram,1087906,7543.07
Mar 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Reels,Instagram,298104,2135.1800000000003
Mar 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Stories,Instagram,90423,730.52
May 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,21195831,158739.62
May 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Reels,Facebook,1651170,12365.94
May 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Stories,Facebook,38554,288.74
May 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Feed,Facebook,63426319,460428.06
May 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Reels,Facebook,9102615,66673.42
May 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Stories,Facebook,986050,7149.34
May 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Feed,Instagram,2116631,14823.919999999998
May 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Reels,Instagram,811089,5691.21
May 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Stories,Instagram,2332724,16389.190000000002
May 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,TikTok,Feed,TikTok,4028862,40068.56
May 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Feed,Facebook,188716,1413.32
May 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Reels,Facebook,36799,275.6
May 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Feed,Instagram,699344,4827.0199999999995
May 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,15220419,103578.12
May 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Other,Facebook,1635985,11434.92
May 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Reels,Facebook,2854758,19472.16
May 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Stories,Facebook,454100,3093.82
May 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Feed,Instagram,1583739,12112.83
May 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Reels,Instagram,1519899,11596.0
May 2025,2025,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Stories,Instagram,368205,2867.59
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Desktop Display,Other,YouTube,19813,187.29
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Feed,Facebook,136651341,926749.7
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Marketplace,Facebook,2582070,17204.46
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Other,Facebook,4477153,31022.41
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Reels,Facebook,16590522,112919.06999999999
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Stories,Facebook,679111,4546.5
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Feed,Instagram,3157352,24862.94
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Reels,Instagram,1833668,13922.429999999998
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Stories,Instagram,5107216,42239.93
May 2025,2025,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,TikTok,Feed,TikTok,457753,4994.16
May 2025,2025,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,YouTube,In-Stream,YouTube,2833988,22212.62
May 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Feed,Facebook,1209014,8654.01
May 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Reels,Facebook,205432,1446.62
May 2025,2025,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Stories,Instagram,37977,291.93
Nov 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,45233,357.44
Nov 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Stories,Instagram,26955,240.31
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Ads on Reel,Facebook,1564141,12359.88
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Feed,Facebook,58252259,449646.92
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Marketplace,Facebook,157403,1243.8
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Other,Facebook,141597,1028.22
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Reels,Facebook,6528234,48781.95
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Stories,Facebook,496756,3918.49
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Feed,Instagram,1255838,11013.52
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Reels,Instagram,150551,1330.26
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Stories,Instagram,1559243,13661.97
Nov 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,TikTok,Feed,TikTok,429362,4922.6
Nov 2024,2024,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,OTT,In-Stream,OTT Streaming Services (General),554330,14789.93
Nov 2024,2024,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,YouTube,In-Stream,YouTube,575094,4516.83
Nov 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Ads on Reel,Facebook,44734,353.49
Nov 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Feed,Facebook,1663519,11634.59
Nov 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Other,Facebook,46492,324.05
Nov 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Reels,Facebook,40362,281.32
Nov 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Stories,Facebook,38634,289.33
Oct 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,75680429,558059.8
Oct 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Reels,Facebook,5458806,39962.04
Oct 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Stories,Facebook,416491,3094.45
Oct 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Feed,Instagram,8202426,59765.78
Oct 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Reels,Instagram,8718093,62776.54
Oct 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Stories,Instagram,598692,4453.22
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Desktop Display,Other,whattoexpect.com,17086,35.87
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Feed,Facebook,95455384,723412.6
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Other,Facebook,182197,1269.91
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Reels,Facebook,9601031,73215.23999999999
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Stories,Facebook,1442679,10979.25
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Feed,Instagram,8851692,67516.16
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Reels,Instagram,1498297,11633.75
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Stories,Instagram,5519808,42150.56
Oct 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,TikTok,Feed,TikTok,21743002,234959.53
Oct 2024,2024,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Feed,Facebook,364149,2723.8199999999997
Oct 2024,2024,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Reels,Facebook,39843,288.79
Oct 2024,2024,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,OTT,In-Stream,Hulu,137973,4238.11
Oct 2024,2024,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,OTT,In-Stream,OTT Streaming Services (General),482562,12389.54
Oct 2024,2024,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,YouTube,In-Stream,YouTube,264862,418.87
Oct 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Feed,Facebook,829804,6170.48
Oct 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Other,Facebook,504384,3515.56
Oct 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Instagram,Feed,Instagram,508419,3534.37
Sep 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,2969941,21590.18
Sep 2024,2024,"Aeroflow, Inc.","Aeroflow, Inc.",Shopping,Family & Parenting Shopping,Maternity & Nursing,Instagram,Feed,Instagram,604846,4160.37
Sep 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Feed,Facebook,85378427,618837.28
Sep 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Reels,Facebook,4397403,31873.18
Sep 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,Stories,Facebook,782421,5671.12
Sep 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Feed,Instagram,491745,3632.1200000000003
Sep 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Reels,Instagram,21448,158.42
Sep 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Instagram,Stories,Instagram,26974,199.23
Sep 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,TikTok,Feed,TikTok,17364172,177090.91999999998
Sep 2024,2024,"Babylist, Inc","Babylist, Inc",Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,YouTube,In-Stream,YouTube,42470,65.04
Sep 2024,2024,"Byram Healthcare Centers, Inc.","Byram Healthcare Centers, Inc.",Health & Wellness,Health & Wellness,Health & Wellness,YouTube,In-Stream,YouTube,318399,483.58000000000004
Sep 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Feed,Facebook,3800190,28032.620000000003
Sep 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Reels,Facebook,586857,4385.61
Sep 2024,2024,"RGH ENTERPRISES, INC. (Edgepark Medical Supplies)","RGH ENTERPRISES, INC. (Edgepark Medical Supplies)",Health & Wellness,Health & Wellness,Health & Wellness,Facebook,Stories,Facebook,75502,565.45
