month-year,year,advertiser,brand root,category level 2,category level 3,category level 8,channel,placement,publisher,impressions,spend (usd)
Jul 2024,2024,Medela Inc.,Medela Inc.,Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,835561,6248.14
Jul 2024,2024,Medela Inc.,Medela Inc.,Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Reels,Facebook,75142,562.75
Jul 2025,2025,Medela Inc.,Medela Inc.,Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Reels,Facebook,653756,4627.38
Jul 2025,2025,Medela Inc.,Medela Inc.,Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Other,Facebook,37478,265.27
Jul 2024,2024,Medela Inc.,Medela Inc.,Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,827868,6190.59
Jul 2024,2024,Medela Inc.,Medela Inc.,Shopping,Family & Parenting Shopping,Maternity & Nursing,Facebook,Feed,Facebook,189423,1399.61
Dec 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,41163,331.78
Dec 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,248501,1989.69
Dec 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,41163,331.78
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,964493,6969.77
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,201374,1455.19
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,74974,561.5
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,38697,280.48
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,183088,1371.18
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,1405162,10523.55
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,37992,284.53
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,224124,1624.5
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,114002,826.31
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,38822,281.39
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,119059,903.29
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,160825,1226.37
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,632091,4733.84
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,109570,820.59
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,74368,539.04
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,149538,1119.92
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,294864,2208.29
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Vacuum Cleaners & Floorcare,Facebook,Feed,Facebook,390743,3025.9
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Vacuum Cleaners & Floorcare,Facebook,Reels,Facebook,42935,332.49
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,224320,1679.98
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,39249,284.48
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,756048,5662.24
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,37826,274.17
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1759686,12754.6
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,76466,572.67
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,618750,4493.64
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,194110,1406.95
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,594568,4424.34
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1028783,7704.75
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,36644,274.43
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,385740,2795.92
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Home Appliances,Facebook,Feed,Facebook,45447,351.94
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,77555,560.44
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1118992,8110.69
Sep 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,946575,6860.9
Sep 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,76854,557.05
Jul 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,124443,880.82
Jul 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,37057,262.3
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,2492743,18067.81
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,419172,3139.25
Sep 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Home Appliances,Facebook,Feed,Facebook,77042,558.42
Sep 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Home Appliances,Facebook,Stories,Facebook,38521,279.21
May 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,468470,3164.45
Nov 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,43265,341.88
Nov 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,82084,635.65
Nov 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,242905,1881.05
Mar 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,2718320,19643.62
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Vacuum Cleaners & Floorcare,Facebook,Reels,Facebook,1354853,10491.94
Mar 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,148731,1074.79
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Vacuum Cleaners & Floorcare,Facebook,Feed,Facebook,3034406,23498.28
Mar 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,36258,262.02
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Vacuum Cleaners & Floorcare,Facebook,Stories,Facebook,40751,315.57
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1604316,12015.03
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,321608,2331.05
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,37374,279.9
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,39249,284.48
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,697842,5058.1
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,797120,5760.28
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,198888,1437.23
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,113511,850.1
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,226940,1699.6
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,2213406,17140.48
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,37534,281.1
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,205147,1588.64
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,111318,833.68
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,613344,4445.57
Jul 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Other,Facebook,43374,307.01
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,112551,813.33
Jul 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,121548,860.34
Dec 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,407451,3226.17
Dec 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Ads on Reel,Facebook,43002,339.8
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,617809,4477.97
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1080227,8090.06
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,38574,279.59
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,765077,5545.4
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,38334,277.85
May 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,967017,6721.6
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,37374,279.9
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,645638,4779.5
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,148216,1074.31
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,147930,1107.88
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,479154,3588.47
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,2071151,15011.96
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,37163,278.32
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,78422,568.41
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,574602,4303.35
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,38574,279.59
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,73260,548.66
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,167056,1293.67
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,243339,1884.4
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Home & Garden Shopping,Facebook,Feed,Facebook,110346,826.4
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Home Security Devices,Facebook,Feed,Facebook,1103438,8545.02
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Home Security Devices,Facebook,Reels,Facebook,86106,666.8
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,108664,813.81
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,439560,3291.94
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,74178,555.53
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,37374,279.9
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,111859,837.73
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,147204,1102.44
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,193427,1411.05
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,272302,2002.06
Jul 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,129940,919.74
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,148207,1109.94
Jul 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,368302,2606.89
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,676258,5064.63
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,38230,277.1
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,687632,4984.06
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,188040,1408.25
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,390424,2964.78
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,693246,5024.7
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Marketplace,Facebook,1026977,7898.4
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1557950,11549.74
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1660682,12036.85
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,37716,273.37
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,77180,559.41
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Home Appliances,Facebook,Feed,Facebook,248043,1920.83
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,104793,784.81
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,38697,280.48
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,502439,3641.77
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,874463,6338.27
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,38822,281.39
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Home Appliances,Facebook,Feed,Facebook,191185,1405.94
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Vacuum Cleaners & Floorcare,Facebook,Feed,Facebook,720390,5578.65
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Vacuum Cleaners & Floorcare,Facebook,Reels,Facebook,928989,7194.05
Oct 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Home & Garden Shopping,Vacuum Cleaners & Floorcare,Facebook,Stories,Facebook,84074,651.07
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,606772,4397.99
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1016764,7369.62
Feb 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,603158,4358.63
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1543066,11556.36
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,72371,542.01
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,3490505,25299.76
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,76203,552.34
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,39590,286.95
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,37608,281.65
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,74489,557.86
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,489034,3662.45
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1011822,7333.82
May 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,178356,1188.39
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,650566,4750.18
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,37534,281.1
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,706394,5290.33
May 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,223985,1677.47
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,462550,3352.61
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,382648,2773.49
May 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,558161,3911.52
May 2025,2025,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,131174,874.03
Jul 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,740910,5432.01
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,75156,562.86
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1082604,8107.86
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,260862,1953.63
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,146520,1097.31
Nov 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,398485,3098.21
Nov 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Stories,Facebook,40258,311.76
Jun 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,72334,541.73
Aug 2024,2024,Anker Technology Co. Limited,Eufy,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,76010,550.93
Apr 2025,2025,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Marketplace,Facebook,125672,918.69
Apr 2025,2025,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1742845,12781.04
Apr 2024,2024,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,450393,3177.61
Dec 2024,2024,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,81660,658.18
Apr 2024,2024,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,115659,806.14
Dec 2024,2024,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,86657,671.07
Apr 2025,2025,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,245054,1676.62
Jun 2025,2025,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,1055733,7034.44
Jun 2025,2025,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Reels,Facebook,160159,1067.15
Jun 2025,2025,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,4033429,29470.76
Oct 2024,2024,"Lansinoh Laboratories, Inc.","Lansinoh Laboratories, Inc.",Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,Feed,Facebook,153167,1130.45
